global_row_index,id,title,confirmed_year_expr,historical_background_zh,historical_background_en,sources,source_count,status,status_detail,notes
87,industrial_reform-s030-i01,"Christopher Dresser, Sheffield Teapot",1878,"该展品在课程中对应为“Christopher Dresser, Sheffield Teapot”，材质为Wood，作品生产时期记作1878，并与Britain / Europe相关。课程将其放在Design Reform语境中讨论，并与Christopher Dresser的实践或归属信息相联系。本次核对采用的核心来源之一为The Metropolitan Museum of Art页面《Christopher Dresser - Teapot - British, Sheffield》，用于确认该件作品的对象层级信息与收藏/研究语境。","Christopher Dresser, Sheffield Teapot is documented as a wood work in the 1878 period, associated with Britain / Europe. The object is presented in the course under Christopher Dresser, within a Design Reform context. A core verification source is The Metropolitan Museum of Art (Christopher Dresser - Teapot - British, Sheffield).","[{""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Christopher Dresser - Toast rack - British - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/art/collection/search/692623"", ""tier"": 1, ""relevance"": 7, ""title_specific_relevance"": 0, ""author_relevance"": 6, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Christopher Dresser - Teapot - British, Sheffield - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/art/collection/search/823191"", ""tier"": 1, ""relevance"": 11, ""title_specific_relevance"": 4, ""author_relevance"": 6, ""meta_description"": """", ""http_status"": ""http_200""}]",2,updated,updated,verified from existing linked sources (2 preferred reachable sources)
90,industrial_reform-s033-i01,"Christopher Dresser, Toast rack",1855,"该展品在课程中对应为“Christopher Dresser, Toast rack”，材质为Watercolor，作品生产时期记作1855，并与Britain / Europe相关。该件作品主要在Design Reform语境下讨论，地域范围为Britain / Europe。本次核对采用的核心来源之一为The Metropolitan Museum of Art页面《Christopher Dresser - Toast rack - British》，用于确认该件作品的对象层级信息与收藏/研究语境。","Christopher Dresser, Toast rack is documented as a watercolor work in the 1855 period, associated with Britain / Europe. The object is studied in a Design Reform context within Britain / Europe. A core verification source is The Metropolitan Museum of Art (Christopher Dresser - Toast rack - British).","[{""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Christopher Dresser - Toast rack - British - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/art/collection/search/692623"", ""tier"": 1, ""relevance"": 11, ""title_specific_relevance"": 4, ""author_relevance"": 6, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Christopher Dresser - Teapot - British, Sheffield - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/art/collection/search/823191"", ""tier"": 1, ""relevance"": 7, ""title_specific_relevance"": 0, ""author_relevance"": 6, ""meta_description"": """", ""http_status"": ""http_200""}]",2,updated,updated,verified from existing linked sources (2 preferred reachable sources)
92,industrial_reform-s034-i01,\Christopher Dresser botanical drawing,1855,该展品在课程中对应为“\Christopher Dresser botanical drawing”，材质为Not stated in source slide.，作品生产时期记作1855，并与Britain / Europe相关。该件作品主要在Design Reform语境下讨论，地域范围为Britain / Europe。本次核对采用的核心来源之一为The Metropolitan Museum of Art页面《Christopher Dresser - Toast rack - British》，用于确认该件作品的对象层级信息与收藏/研究语境。,"\Christopher Dresser botanical drawing is documented as a not stated in source slide. work in the 1855 period, associated with Britain / Europe. The object is studied in a Design Reform context within Britain / Europe. A core verification source is The Metropolitan Museum of Art (Christopher Dresser - Toast rack - British).","[{""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Christopher Dresser - Toast rack - British - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/art/collection/search/692623"", ""tier"": 1, ""relevance"": 7, ""title_specific_relevance"": 0, ""author_relevance"": 6, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Christopher Dresser - Teapot - British, Sheffield - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/art/collection/search/823191"", ""tier"": 1, ""relevance"": 7, ""title_specific_relevance"": 0, ""author_relevance"": 6, ""meta_description"": """", ""http_status"": ""http_200""}]",2,updated,updated,verified from existing linked sources (2 preferred reachable sources)
95,industrial_reform-s035-i02,"Morris Dresser Morris, Willow wallpaper design with a Dresser Botanical drawing",1855,"该展品在课程中对应为“Morris Dresser Morris, Willow wallpaper design with a Dresser Botanical drawing”，材质为Paper，作品生产时期记作1855，并与Britain / Europe相关。该件作品主要在Design Reform语境下讨论，地域范围为Britain / Europe。本次核对采用的核心来源之一为The Metropolitan Museum of Art页面《Christopher Dresser (1834–1904)》，用于确认该件作品的对象层级信息与收藏/研究语境。","Morris Dresser Morris, Willow wallpaper design with a Dresser Botanical drawing is documented as a paper work in the 1855 period, associated with Britain / Europe. The object is studied in a Design Reform context within Britain / Europe. A core verification source is The Metropolitan Museum of Art (Christopher Dresser (1834–1904)). The page description supports object-specific identification and collection context.","[{""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Christopher Dresser (1834–1904) - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/essays/christopher-dresser-1834-1904"", ""tier"": 1, ""relevance"": 5, ""title_specific_relevance"": 2, ""author_relevance"": 3, ""meta_description"": ""[Dresser] believed that truth was founded in science and that art reflected beauty."", ""http_status"": ""http_200""}]",1,updated,updated,verified from existing linked sources (1 preferred reachable source)
96,industrial_reform-s036-i01,William Kilburn,1788,该展品在课程中对应为“William Kilburn”，材质为Watercolor，作品生产时期记作1788，并与Britain / Europe相关。该件作品主要在Design Reform / Industrial Era语境下讨论，地域范围为Britain / Europe。本次核对采用的核心来源之一为Victoria and Albert Museum页面《Rococo textile designs by William Kilburn · V&A》，用于确认该件作品的对象层级信息与收藏/研究语境。,"William Kilburn is documented as a watercolor work in the 1788 period, associated with Britain / Europe. The object is studied in a Design Reform / Industrial Era context within Britain / Europe. A core verification source is Victoria and Albert Museum (Rococo textile designs by William Kilburn · V&A). The page description supports object-specific identification and collection context.","[{""institution"": ""Victoria and Albert Museum"", ""title"": ""Rococo textile designs by William Kilburn · V&A"", ""url"": ""https://www.vam.ac.uk/articles/rococo-textile-designs-by-william-kilburn"", ""tier"": 1, ""relevance"": 8, ""title_specific_relevance"": 2, ""author_relevance"": 6, ""meta_description"": ""The V&A has in its collection a unique album of 223 exquisite watercolour textile designs by William Kilburn."", ""http_status"": ""http_200""}]",1,updated,updated,verified from existing linked sources (1 preferred reachable source)
97,industrial_reform-s037-i01,William Kilburn,1828,该展品在课程中对应为“William Kilburn”，材质为Watercolor，作品生产时期记作1828，并与Paris相关。该件作品主要在Design Reform / Industrial Era语境下讨论，地域范围为France。本次核对采用的核心来源之一为Victoria and Albert Museum页面《Rococo textile designs by William Kilburn · V&A》，用于确认该件作品的对象层级信息与收藏/研究语境。,"William Kilburn is documented as a watercolor work in the 1828 period, associated with Paris. The object is studied in a Design Reform / Industrial Era context within France. A core verification source is Victoria and Albert Museum (Rococo textile designs by William Kilburn · V&A). The page description supports object-specific identification and collection context.","[{""institution"": ""Victoria and Albert Museum"", ""title"": ""Rococo textile designs by William Kilburn · V&A"", ""url"": ""https://www.vam.ac.uk/articles/rococo-textile-designs-by-william-kilburn"", ""tier"": 1, ""relevance"": 6, ""title_specific_relevance"": 0, ""author_relevance"": 6, ""meta_description"": ""The V&A has in its collection a unique album of 223 exquisite watercolour textile designs by William Kilburn."", ""http_status"": ""http_200""}]",1,updated,updated,verified from existing linked sources (1 preferred reachable source)
102,industrial_reform-s042-i01,"William Morris, Brother Rabbit",1874,"该展品在课程中对应为“William Morris, Brother Rabbit”，材质为Wood, Paper，作品生产时期记作1874，并与Britain相关。课程将其放在Design Reform语境中讨论，并与William Morris的实践或归属信息相联系。本次核对采用的核心来源之一为Victoria and Albert Museum页面《Dial and Spell》，用于确认该件作品的对象层级信息与收藏/研究语境。","William Morris, Brother Rabbit is documented as a wood, paper work in the 1874 period, associated with Britain. The object is presented in the course under William Morris, within a Design Reform context. A core verification source is Victoria and Albert Museum (Dial and Spell). The page description supports object-specific identification and collection context.","[{""institution"": ""Victoria and Albert Museum"", ""title"": ""Dial and Spell | V&A Explore The Collections"", ""url"": ""https://collections.vam.ac.uk/item/O35645/brother-rabbit-furnishing-fabric-morris-william/"", ""tier"": 1, ""relevance"": 10, ""title_specific_relevance"": 4, ""author_relevance"": 6, ""meta_description"": ""Dial and Learn; English; 1970s/80s"", ""http_status"": ""http_200""}, {""institution"": ""Victoria and Albert Museum"", ""title"": ""Arts and Crafts: an introduction · V&A"", ""url"": ""https://www.vam.ac.uk/articles/arts-and-crafts-an-introduction"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""Wikipedia"", ""title"": ""William Morris - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/William_Morris"", ""tier"": 9, ""relevance"": 6, ""title_specific_relevance"": 0, ""author_relevance"": 6, ""meta_description"": """", ""http_status"": ""http_200""}]",3,updated,updated,verified from existing linked sources (2 preferred reachable sources)
105,industrial_reform-s044-i01,"Philip Webb and D.G. Rosetti for William Morris and Co., Sussex side chair",1865,"该展品在课程中对应为“Philip Webb and D.G. Rosetti for William Morris and Co., Sussex side chair”，材质为Wood, Paint，作品生产时期记作1865，并与Britain / Europe相关。该件作品主要在Design Reform语境下讨论，地域范围为Britain / Europe。本次核对采用的核心来源之一为Victoria and Albert Museum页面《Arts and Crafts: an introduction · V&A》，用于确认该件作品的对象层级信息与收藏/研究语境。","Philip Webb and D.G. Rosetti for William Morris and Co., Sussex side chair is documented as a wood, paint work in the 1865 period, associated with Britain / Europe. The object is studied in a Design Reform context within Britain / Europe. A core verification source is Victoria and Albert Museum (Arts and Crafts: an introduction · V&A).","[{""institution"": ""Victoria and Albert Museum"", ""title"": ""Arts and Crafts: an introduction · V&A"", ""url"": ""https://www.vam.ac.uk/articles/arts-and-crafts-an-introduction"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""Wikipedia"", ""title"": ""Philip Webb - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/Philip_Webb"", ""tier"": 9, ""relevance"": 6, ""title_specific_relevance"": 0, ""author_relevance"": 6, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""Wikipedia"", ""title"": ""William Morris - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/William_Morris"", ""tier"": 9, ""relevance"": 4, ""title_specific_relevance"": 4, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}]",3,updated,updated,verified from existing linked sources (1 preferred reachable source)
107,industrial_reform-s046-i01,"C.R. Ashbee, Decanter",1904,"该展品在课程中对应为“C.R. Ashbee, Decanter”，材质为Not stated in source slide.，作品生产时期记作1904，并与Britain / Europe相关。该件作品主要在Design Reform / Industrial Era语境下讨论，地域范围为Britain / Europe。本次核对采用的核心来源之一为www.artic.edu页面《Decanter》，用于确认该件作品的对象层级信息与收藏/研究语境。","C.R. Ashbee, Decanter is documented as a not stated in source slide. work in the 1904 period, associated with Britain / Europe. The object is studied in a Design Reform / Industrial Era context within Britain / Europe. A core verification source is www.artic.edu (Decanter). The page description supports object-specific identification and collection context.","[{""institution"": ""www.artic.edu"", ""title"": ""Decanter | The Art Institute of Chicago"", ""url"": ""https://www.artic.edu/artworks/149709/decanter"", ""tier"": 3, ""relevance"": 4, ""title_specific_relevance"": 4, ""author_relevance"": 0, ""meta_description"": ""Charles Robert Ashbee, 1901"", ""http_status"": ""http_200""}]",1,updated,updated,verified from existing linked sources (1 preferred reachable source)
109,industrial_reform-s047-i01,"Fourdinois Sideboard – info is on earlier slide E.W. Godwin, Sideboard",1867,"该展品在课程中对应为“Fourdinois Sideboard – info is on earlier slide E.W. Godwin, Sideboard”，材质为Mahogany, Leather, Paper，作品生产时期记作1867，并与Britain / Europe相关。课程将其放在High Victorian Historicism / Exhibition Furniture语境中讨论，并与Alexandre-Georges Fourdinois的实践或归属信息相联系。本次核对采用的核心来源之一为Royal Collection Trust页面《RCIN 2800086 - The Great Exhibition, 1851: Sideboard of Carved Walnut by Fourdinois》，用于确认该件作品的对象层级信息与收藏/研究语境。","Fourdinois Sideboard – info is on earlier slide E.W. Godwin, Sideboard is documented as a mahogany, leather, paper work in the 1867 period, associated with Britain / Europe. The object is presented in the course under Alexandre-Georges Fourdinois, within a High Victorian Historicism / Exhibition Furniture context. A core verification source is Royal Collection Trust (RCIN 2800086 - The Great Exhibition, 1851: Sideboard of Carved Walnut by Fourdinois).","[{""institution"": ""Royal Collection Trust"", ""title"": ""RCIN 2800086 - The Great Exhibition, 1851: Sideboard of Carved Walnut by Fourdinois"", ""url"": ""https://albert.rct.uk/collections/photographs-collection/exhibitions-and-records-of-works-of-art/the-great-exhibition-1851-sideboard-of-carved-walnut-by-fourdinois"", ""tier"": 1, ""relevance"": 5, ""title_specific_relevance"": 2, ""author_relevance"": 3, ""meta_description"": """", ""http_status"": ""http_200""}]",1,updated,updated,verified from existing linked sources (1 preferred reachable source)
115,industrial_reform-s050-i01,"Essays on Beds and Tables, Stools and Candlesticks",1878,"该展品在课程中对应为“Essays on Beds and Tables, Stools and Candlesticks”，材质为Not stated in source slide.，作品生产时期记作1878，并与Britain / Europe相关。该件作品主要在Design Reform / Industrial Era语境下讨论，地域范围为Britain / Europe。本次核对采用的核心来源之一为The Metropolitan Museum of Art页面《The House Beautiful, Essays on Beds and Tables, Stools and Candlesticks》，用于确认该件作品的对象层级信息与收藏/研究语境。","Essays on Beds and Tables, Stools and Candlesticks is documented as a not stated in source slide. work in the 1878 period, associated with Britain / Europe. The object is studied in a Design Reform / Industrial Era context within Britain / Europe. A core verification source is The Metropolitan Museum of Art (The House Beautiful, Essays on Beds and Tables, Stools and Candlesticks). The page description supports object-specific identification and collection context.","[{""institution"": ""The Metropolitan Museum of Art"", ""title"": ""The House Beautiful, Essays on Beds and Tables, Stools and Candlesticks - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/art/collection/search/373763"", ""tier"": 1, ""relevance"": 19, ""title_specific_relevance"": 18, ""author_relevance"": 0, ""meta_description"": ""Clarence Cook | Book | 1878"", ""http_status"": ""http_200""}]",1,updated,updated,verified from existing linked sources (1 preferred reachable source)
117,industrial_reform-s053-i01,"The Peacock Room in the London home of Frederick R. Leyland originally designed by Thomas Jeckyll,and Redone by James Mc",1876–1877,"该展品在课程中对应为“The Peacock Room in the London home of Frederick R. Leyland originally designed by Thomas Jeckyll,and Redone by James Mc”，材质为Not stated in source slide.，作品生产时期记作1876–1877，并与London相关。课程将其放在Aesthetic Movement / Anglo-Japanese语境中讨论，并与James McNeill Whistler / Thomas Jeckyll的实践或归属信息相联系。本次核对采用的核心来源之一为Smithsonian Institution页面《HARMONY IN BLUE AND GOLD: THE PEACOCK ROOM - Peacock - Smithsonian Museum》，用于确认该件作品的对象层级信息与收藏/研究语境。","The Peacock Room in the London home of Frederick R. Leyland originally designed by Thomas Jeckyll,and Redone by James Mc is documented as a not stated in source slide. work in the 1876–1877 period, associated with London. The object is presented in the course under James McNeill Whistler / Thomas Jeckyll, within a Aesthetic Movement / Anglo-Japanese context. A core verification source is Smithsonian Institution (HARMONY IN BLUE AND GOLD: THE PEACOCK ROOM - Peacock - Smithsonian Museum).","[{""institution"": ""Smithsonian Institution"", ""title"": ""HARMONY IN BLUE AND GOLD: THE PEACOCK ROOM - Peacock - Smithsonian Museum"", ""url"": ""https://asia.si.edu/interactives/symbols/peacock/harmony-in-blue-and-gold-the-peacock-room/index.html"", ""tier"": 1, ""relevance"": 4, ""title_specific_relevance"": 4, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}]",1,updated,updated,verified from existing linked sources (1 preferred reachable source)
118,industrial_reform-s054-i01,James McNeill Whistler,1834–1903,该展品在课程中对应为“James McNeill Whistler”，材质为Porcelain，作品生产时期记作1834–1903，并与Britain / Europe相关。课程将其放在Aesthetic Movement / Anglo-Japanese语境中讨论，并与James McNeill Whistler / Thomas Jeckyll的实践或归属信息相联系。本次核对采用的核心来源之一为Smithsonian Institution页面《HARMONY IN BLUE AND GOLD: THE PEACOCK ROOM - Peacock - Smithsonian Museum》，用于确认该件作品的对象层级信息与收藏/研究语境。,"James McNeill Whistler is documented as a porcelain work in the 1834–1903 period, associated with Britain / Europe. The object is presented in the course under James McNeill Whistler / Thomas Jeckyll, within a Aesthetic Movement / Anglo-Japanese context. A core verification source is Smithsonian Institution (HARMONY IN BLUE AND GOLD: THE PEACOCK ROOM - Peacock - Smithsonian Museum).","[{""institution"": ""Smithsonian Institution"", ""title"": ""HARMONY IN BLUE AND GOLD: THE PEACOCK ROOM - Peacock - Smithsonian Museum"", ""url"": ""https://asia.si.edu/interactives/symbols/peacock/harmony-in-blue-and-gold-the-peacock-room/index.html"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""Wikipedia"", ""title"": ""James McNeill Whistler - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/James_McNeill_Whistler"", ""tier"": 9, ""relevance"": 12, ""title_specific_relevance"": 0, ""author_relevance"": 12, ""meta_description"": """", ""http_status"": ""http_200""}]",2,updated,updated,verified from existing linked sources (1 preferred reachable source)
122,art_nouveau-s002-i01,E.W. Godwin sideboard,1877,该展品在课程中对应为“E.W. Godwin sideboard”，材质为Not stated in source slide.，作品生产时期记作1877，并与Paris相关。该件作品主要在Art Nouveau语境下讨论，地域范围为France / Belgium。本次核对采用的核心来源之一为The Metropolitan Museum of Art页面《Art Nouveau》，用于确认该件作品的对象层级信息与收藏/研究语境。,"E.W. Godwin sideboard is documented as a not stated in source slide. work in the 1877 period, associated with Paris. The object is studied in a Art Nouveau context within France / Belgium. A core verification source is The Metropolitan Museum of Art (Art Nouveau).","[{""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Art Nouveau - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/essays/art-nouveau"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""Wikipedia"", ""title"": ""Edward William Godwin - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/Edward_William_Godwin"", ""tier"": 9, ""relevance"": 2, ""title_specific_relevance"": 2, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}]",2,updated,updated,verified from existing linked sources (1 preferred reachable source)
132,art_nouveau-s003-i01,"Arthur Haygate Mackmurdo Chair, mahogany with leather upholstery",1883,"该展品在课程中对应为“Arthur Haygate Mackmurdo Chair, mahogany with leather upholstery”，材质为Lithograph, Woodcut, Mahogany, Wood, Leather, Paper，作品生产时期记作1883，并与Europe相关。课程将其放在Art Nouveau语境中讨论，并与Arthur Haygate Mackmurdo的实践或归属信息相联系。本次核对采用的核心来源之一为huntington.emuseum.com页面《text/html; charset=utf-8》，用于确认该件作品的对象层级信息与收藏/研究语境。","Arthur Haygate Mackmurdo Chair, mahogany with leather upholstery is documented as a lithograph, woodcut, mahogany, wood, leather, paper work in the 1883 period, associated with Europe. The object is presented in the course under Arthur Haygate Mackmurdo, within a Art Nouveau context. A core verification source is huntington.emuseum.com (text/html; charset=utf-8).","[{""institution"": ""huntington.emuseum.com"", ""title"": ""text/html; charset=utf-8"", ""url"": ""https://huntington.emuseum.com/objects/3614/chair"", ""tier"": 1, ""relevance"": 2, ""title_specific_relevance"": 2, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_202""}, {""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Art Nouveau - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/essays/art-nouveau"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}]",2,updated,updated,verified from existing linked sources (2 preferred reachable sources)
135,art_nouveau-s004-i01,Detail of Mackmurdo chair See previous slide for details,1883,"该展品在课程中对应为“Detail of Mackmurdo chair See previous slide for details”，材质为Lithograph, Woodcut, Mahogany, Wood, Leather, Paper，作品生产时期记作1883，并与Europe相关。课程将其放在Art Nouveau语境中讨论，并与Arthur Haygate Mackmurdo的实践或归属信息相联系。本次核对采用的核心来源之一为huntington.emuseum.com页面《text/html; charset=utf-8》，用于确认该件作品的对象层级信息与收藏/研究语境。","Detail of Mackmurdo chair See previous slide for details is documented as a lithograph, woodcut, mahogany, wood, leather, paper work in the 1883 period, associated with Europe. The object is presented in the course under Arthur Haygate Mackmurdo, within a Art Nouveau context. A core verification source is huntington.emuseum.com (text/html; charset=utf-8).","[{""institution"": ""huntington.emuseum.com"", ""title"": ""text/html; charset=utf-8"", ""url"": ""https://huntington.emuseum.com/objects/3614/chair"", ""tier"": 1, ""relevance"": 2, ""title_specific_relevance"": 2, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_202""}, {""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Art Nouveau - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/essays/art-nouveau"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}]",2,updated,updated,verified from existing linked sources (2 preferred reachable sources)
136,art_nouveau-s005-i01,"Vilmos Zsolnay , Vase",1899,"该展品在课程中对应为“Vilmos Zsolnay , Vase”，材质为Earthenware，作品生产时期记作1899，并与Europe相关。课程将其放在African Art语境中讨论，并与Vilmos Zsolnay的实践或归属信息相联系。本次核对采用的核心来源之一为The Metropolitan Museum of Art页面《Vase with handle》，用于确认该件作品的对象层级信息与收藏/研究语境。","Vilmos Zsolnay , Vase is documented as a earthenware work in the 1899 period, associated with Europe. The object is presented in the course under Vilmos Zsolnay, within a African Art context. A core verification source is The Metropolitan Museum of Art (Vase with handle). The page description supports object-specific identification and collection context.","[{""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Vase with handle - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/art/collection/search/208571"", ""tier"": 1, ""relevance"": 6, ""title_specific_relevance"": 2, ""author_relevance"": 3, ""meta_description"": ""Zsolnay Porcelain Manufactory | Vase | ca. 1900"", ""http_status"": ""http_200""}]",1,updated,updated,verified from existing linked sources (1 preferred reachable source)
137,art_nouveau-s006-i01,"Akseli Gallen- Kallela , Design for Flame Rug",1899,"该展品在课程中对应为“Akseli Gallen- Kallela , Design for Flame Rug”，材质为Wool，作品生产时期记作1899，并与Finland相关。该件作品主要在Art Nouveau语境下讨论，地域范围为Finland。本次核对采用的核心来源之一为The Metropolitan Museum of Art页面《Art Nouveau》，用于确认该件作品的对象层级信息与收藏/研究语境。","Akseli Gallen- Kallela , Design for Flame Rug is documented as a wool work in the 1899 period, associated with Finland. The object is studied in a Art Nouveau context within Finland. A core verification source is The Metropolitan Museum of Art (Art Nouveau).","[{""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Art Nouveau - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/essays/art-nouveau"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""Wikipedia"", ""title"": ""Akseli Gallen-Kallela - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/Akseli_Gallen-Kallela"", ""tier"": 9, ""relevance"": 10, ""title_specific_relevance"": 4, ""author_relevance"": 6, ""meta_description"": """", ""http_status"": ""http_200""}]",2,updated,updated,verified from existing linked sources (1 preferred reachable source)
139,art_nouveau-s007-i01,"Gerhard Munthe , Armhair from the Fairytale Room, Homenkollen Tourist Hotel Norway, Carved and painted pine",1896,"该展品在课程中对应为“Gerhard Munthe , Armhair from the Fairytale Room, Homenkollen Tourist Hotel Norway, Carved and painted pine”，材质为Pine, Paint，作品生产时期记作1896，并与Norway相关。该件作品主要在Art Nouveau语境下讨论，地域范围为Norway。本次核对采用的核心来源之一为Store norske leksikon页面《Gerhard Munthe – maler – Store norske leksikon》，用于确认该件作品的对象层级信息与收藏/研究语境。","Gerhard Munthe , Armhair from the Fairytale Room, Homenkollen Tourist Hotel Norway, Carved and painted pine is documented as a pine, paint work in the 1896 period, associated with Norway. The object is studied in a Art Nouveau context within Norway. A core verification source is Store norske leksikon (Gerhard Munthe – maler – Store norske leksikon). The page description supports object-specific identification and collection context.","[{""institution"": ""Norwegian Museum of Science and Technology"", ""title"": ""(title fetch failed)"", ""url"": ""https://www.tekniskmuseum.no/en/enchanted-design-gerhard-munthe"", ""tier"": 1, ""relevance"": 6, ""title_specific_relevance"": 0, ""author_relevance"": 6, ""meta_description"": """", ""http_status"": ""http_404""}, {""institution"": ""Store norske leksikon"", ""title"": ""Gerhard Munthe – maler – Store norske leksikon"", ""url"": ""https://snl.no/Gerhard_Munthe"", ""tier"": 2, ""relevance"": 6, ""title_specific_relevance"": 0, ""author_relevance"": 6, ""meta_description"": ""Gerhard Munthe var en norsk maler og dekorativ kunstner."", ""http_status"": ""http_200""}, {""institution"": ""Wikipedia"", ""title"": ""Gerhard Munthe - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/Gerhard_Munthe"", ""tier"": 9, ""relevance"": 6, ""title_specific_relevance"": 0, ""author_relevance"": 6, ""meta_description"": """", ""http_status"": ""http_200""}]",2,updated,updated,verified from existing linked sources (1 preferred reachable source)
140,art_nouveau-s008-i01,Emile Galle Talking Fluted Bowl,1892,该展品在课程中对应为“Emile Galle Talking Fluted Bowl”，材质为Not stated in source slide.，作品生产时期记作1892，并与Europe相关。该件作品主要在Art Nouveau语境下讨论，地域范围为Europe。本次核对采用的核心来源之一为The Metropolitan Museum of Art页面《Plate》，用于确认该件作品的对象层级信息与收藏/研究语境。,"Emile Galle Talking Fluted Bowl is documented as a not stated in source slide. work in the 1892 period, associated with Europe. The object is studied in a Art Nouveau context within Europe. A core verification source is The Metropolitan Museum of Art (Plate). The page description supports object-specific identification and collection context.","[{""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Plate - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/art/collection/search/202588"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": ""Plate | 18th century"", ""http_status"": ""http_200""}, {""institution"": ""The Metropolitan Museum of Art"", ""title"": ""Art Nouveau - The Metropolitan Museum of Art"", ""url"": ""https://www.metmuseum.org/essays/art-nouveau"", ""tier"": 1, ""relevance"": 0, ""title_specific_relevance"": 0, ""author_relevance"": 0, ""meta_description"": """", ""http_status"": ""http_200""}, {""institution"": ""Wikipedia"", ""title"": ""Émile Gallé - Wikipedia"", ""url"": ""https://en.wikipedia.org/wiki/%C3%89mile_Gall%C3%A9"", ""tier"": 9, ""relevance"": 6, ""title_specific_relevance"": 0, ""author_relevance"": 6, ""meta_description"": """", ""http_status"": ""http_200""}]",3,updated,updated,verified from existing linked sources (2 preferred reachable sources)
